"Gene","Direction","Count","Files"
"ZAK","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZC3H7B","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZCCHC8","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZCCHC9","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZDHHC18","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZFAND2A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZFHX3","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZFPM1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZIC5","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZMIZ1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZMIZ2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF295","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF319","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF330","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF622","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF664","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF692","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNHIT3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZWILCH","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZWINT","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZZEF1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AAR2","UP",1,"GFP+polyIC_vs_GFP"
"ABCC3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ABCG2","DOWN",1,"GFP+polyIC_vs_GFP"
"ABI1","DOWN",1,"GFP+polyIC_vs_GFP"
"ABI1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ABL1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ABL1","UP",1,"GFP+polyIC_vs_GFP"
"ABL2","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ABL2","UP",1,"GFP+polyIC_vs_GFP"
"ACAA2","DOWN",1,"GFP+polyIC_vs_GFP"
"ACAT1","DOWN",1,"GFP+polyIC_vs_GFP"
"ACAT1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ACAT2","DOWN",1,"GFP+polyIC_vs_GFP"
"ACAT2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ACO1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ACTR10","DOWN",1,"GFP+polyIC_vs_GFP"
"ACTR10","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ACYP1","UP",1,"GFP+polyIC_vs_GFP"
"ADA","DOWN",1,"GFP+polyIC_vs_GFP"
"ADA","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ADAR","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ADNP2","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ADPRHL2","UP",1,"GFP+polyIC_vs_GFP"
"AEN","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"AFAP1L2","DOWN",1,"GFP+polyIC_vs_GFP"
"AGA","DOWN",1,"GFP+polyIC_vs_GFP"
"AGPAT5","DOWN",1,"GFP+polyIC_vs_GFP"
"AGPAT5","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"AKAP17A","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"AKAP17A","UP",1,"GFP+polyIC_vs_GFP"
"AKAP8L","UP",1,"GFP+polyIC_vs_GFP"
"AKAP9","DOWN",1,"GFP+polyIC_vs_GFP"
"AKAP9","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"AKR1B1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"AKTIP","DOWN",1,"GFP+polyIC_vs_GFP"
"AKTIP","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ALCAM","DOWN",1,"GFP+polyIC_vs_GFP"
"ALDH3A1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ALG14","DOWN",1,"GFP+polyIC_vs_GFP"
"AMBP","DOWN",1,"GFP+polyIC_vs_GFP"
"AMIGO2","DOWN",1,"GFP+polyIC_vs_GFP"
"AMOTL2","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"AMZ2","DOWN",1,"GFP+polyIC_vs_GFP"
"AMZ2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ANAPC16","DOWN",1,"GFP+polyIC_vs_GFP"
"ANKRD33B","UP",1,"GFP+polyIC_vs_GFP"
"ANO10","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA1","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA11","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA13","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA2","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ANXA3","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ANXA4","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA4","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ANXA5","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA5","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ANXA6","DOWN",1,"GFP+polyIC_vs_GFP"
"ANXA6","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"AP1M2","DOWN",1,"GFP+polyIC_vs_GFP"
"AP2M1","DOWN",1,"GFP+polyIC_vs_GFP"
"AP2M1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"APLP1","DOWN",1,"GFP+polyIC_vs_GFP"
"APMAP","DOWN",1,"GFP+polyIC_vs_GFP"
"APOA1BP","DOWN",1,"GFP+polyIC_vs_GFP"
"APOA1BP","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"APOBEC3F","UP",1,"GFP+polyIC_vs_GFP"
"APOL3","UP",1,"GFP+polyIC_vs_GFP"
"APOL6","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"APPL2","DOWN",1,"GFP+polyIC_vs_GFP"
"AREG","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"AREG","UP",1,"GFP+polyIC_vs_GFP"
"ARF1","UP",1,"GFP+polyIC_vs_GFP"
"ARHGAP18","DOWN",1,"GFP+polyIC_vs_GFP"
"ARL2","DOWN",1,"GFP+polyIC_vs_GFP"
"ARL5B","UP",1,"GFP+polyIC_vs_GFP"
"ARL6IP5","DOWN",1,"GFP+polyIC_vs_GFP"
"ARL6IP5","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ARL6IP6","UP",1,"GFP+polyIC_vs_GFP"
"ARMCX6","UP",1,"GFP+polyIC_vs_GFP"
"ARPC1A","DOWN",1,"GFP+polyIC_vs_GFP"
"ARPC1A","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ARPC2","DOWN",1,"GFP+polyIC_vs_GFP"
"ARPC5","DOWN",1,"GFP+polyIC_vs_GFP"
"ARPC5","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ASAH1","DOWN",1,"GFP+polyIC_vs_GFP"
"ASAH1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ASCC3","DOWN",1,"GFP+polyIC_vs_GFP"
"ASCC3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ASH1L.AS1","UP",1,"GFP+polyIC_vs_GFP"
"ASPH","DOWN",1,"GFP+polyIC_vs_GFP"
"ATAD2","UP",1,"GFP+polyIC_vs_GFP"
"ATF3","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ATF5","UP",1,"GFP+polyIC_vs_GFP"
"ATP13A1","DOWN",1,"GFP+polyIC_vs_GFP"
"ATP2B1","DOWN",1,"GFP+polyIC_vs_GFP"
"ATP5G3","DOWN",1,"GFP+polyIC_vs_GFP"
"ATP5G3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ATP5O","DOWN",1,"GFP+polyIC_vs_GFP"
"ATP5O","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ATP6V1D","DOWN",1,"GFP+polyIC_vs_GFP"
"ATP6V1D","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ATP7A","DOWN",1,"GFP+polyIC_vs_GFP"
"ATXN1L","UP",1,"GFP+polyIC_vs_GFP"
"ATXN2L","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ATXN2L","UP",1,"GFP+polyIC_vs_GFP"
"ATXN7L3","UP",1,"GFP+polyIC_vs_GFP"
"ATXN7L3B","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"ATXN7L3B","UP",1,"GFP+polyIC_vs_GFP"
"AUNIP","UP",1,"GFP+polyIC_vs_GFP"
"B4GALT5","UP",1,"GFP+polyIC_vs_GFP"
"BABAM1","DOWN",1,"GFP+polyIC_vs_GFP"
"BAP1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"BAP1","UP",1,"GFP+polyIC_vs_GFP"
"BAZ2A","UP",1,"GFP+polyIC_vs_GFP"
"BBC3","UP",1,"GFP+polyIC_vs_GFP"
"BBS2","DOWN",1,"GFP+polyIC_vs_GFP"
"BBS2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"BBS4","DOWN",1,"GFP+polyIC_vs_GFP"
"BCKDHA","DOWN",1,"GFP+polyIC_vs_GFP"
"BCL9L","UP",1,"GFP+polyIC_vs_GFP"
"BDH2","DOWN",1,"GFP+polyIC_vs_GFP"
"BHLHE40","UP",1,"GFP+polyIC_vs_GFP"
"BLOC1S3","UP",1,"GFP+polyIC_vs_GFP"
"BLVRB","DOWN",1,"GFP+polyIC_vs_GFP"
"BPGM","DOWN",1,"GFP+polyIC_vs_GFP"
"BPGM","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"BRAT1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"BRAT1","UP",1,"GFP+polyIC_vs_GFP"
"BRD2","UP",1,"GFP+polyIC_vs_GFP"
"BTBD11","DOWN",1,"GFP+polyIC_vs_GFP"
"BTN2A1","UP",1,"GFP+polyIC_vs_GFP"
"BYSL","UP",1,"GFP+polyIC_vs_GFP"
"C10orf10","UP",1,"GFP+polyIC_vs_GFP"
"C10orf47","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"C11orf84","UP",1,"GFP+polyIC_vs_GFP"
"C14orf1","DOWN",1,"GFP+polyIC_vs_GFP"
"C16orf62","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"C16orf70","UP",1,"GFP+polyIC_vs_GFP"
"C17orf85","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"C17orf85","UP",1,"GFP+polyIC_vs_GFP"
"C1orf174","UP",1,"GFP+polyIC_vs_GFP"
"C1R","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"C1S","UP",1,"GFP+polyIC_vs_GFP"
"C2orf44","UP",1,"GFP+polyIC_vs_GFP"
"C2orf49","UP",1,"GFP+polyIC_vs_GFP"
"C3","UP",1,"GFP+polyIC_vs_GFP"
"C6orf106","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"C6orf106","UP",1,"GFP+polyIC_vs_GFP"
"C6orf141","DOWN",1,"NS5+polyIC_vs_NS5"
"C7orf73","DOWN",1,"GFP+polyIC_vs_GFP"
"C9orf89","DOWN",1,"GFP+polyIC_vs_GFP"
"CAHM","UP",1,"GFP+polyIC_vs_GFP"
"CALD1","DOWN",1,"GFP+polyIC_vs_GFP"
"CALM1","DOWN",1,"GFP+polyIC_vs_GFP"
"CAP2","DOWN",1,"GFP+polyIC_vs_GFP"
"CAPG","DOWN",1,"GFP+polyIC_vs_GFP"
"CAPG","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CAPNS1","DOWN",1,"GFP+polyIC_vs_GFP"
"CASC3","UP",1,"GFP+polyIC_vs_GFP"
"CASP2","UP",1,"GFP+polyIC_vs_GFP"
"CAT","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CBLL1","UP",1,"GFP+polyIC_vs_GFP"
"CBX4","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CBX4","UP",1,"GFP+polyIC_vs_GFP"
"CCAR1","DOWN",1,"GFP+polyIC_vs_GFP"
"CCAR1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CCDC104","DOWN",1,"GFP+polyIC_vs_GFP"
"CCDC86","UP",1,"GFP+polyIC_vs_GFP"
"CCDC97","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CCDC97","UP",1,"GFP+polyIC_vs_GFP"
"CCL3","UP",1,"GFP+polyIC_vs_GFP"
"CCL4","UP",1,"GFP+polyIC_vs_GFP"
"CCNDBP1","DOWN",1,"GFP+polyIC_vs_GFP"
"CCNDBP1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CCNI","DOWN",1,"GFP+polyIC_vs_GFP"
"CCNI","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CCNK","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CCNK","UP",1,"GFP+polyIC_vs_GFP"
"CCRN4L","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CCRN4L","UP",1,"GFP+polyIC_vs_GFP"
"CCT5","DOWN",1,"GFP+polyIC_vs_GFP"
"CCT7","DOWN",1,"GFP+polyIC_vs_GFP"
"CD274","UP",1,"GFP+polyIC_vs_GFP"
"CD63","DOWN",1,"GFP+polyIC_vs_GFP"
"CD63","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CD81","DOWN",1,"GFP+polyIC_vs_GFP"
"CD99","DOWN",1,"GFP+polyIC_vs_GFP"
"CD99","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CD99P1","UP",1,"GFP+polyIC_vs_GFP"
"CDC16","DOWN",1,"GFP+polyIC_vs_GFP"
"CDC25A","UP",1,"GFP+polyIC_vs_GFP"
"CDC27","UP",1,"GFP+polyIC_vs_GFP"
"CDC42EP4","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CDC42EP4","UP",1,"GFP+polyIC_vs_GFP"
"CDH17","DOWN",1,"GFP+polyIC_vs_GFP"
"CDH19","DOWN",1,"GFP+polyIC_vs_GFP"
"CDK12","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CDK12","UP",1,"GFP+polyIC_vs_GFP"
"CDK2","UP",1,"GFP+polyIC_vs_GFP"
"CDK5","DOWN",1,"GFP+polyIC_vs_GFP"
"CDT1","UP",1,"GFP+polyIC_vs_GFP"
"CENPO","UP",1,"GFP+polyIC_vs_GFP"
"CERCAM","DOWN",1,"GFP+polyIC_vs_GFP"
"CERS2","DOWN",1,"GFP+polyIC_vs_GFP"
"CERS2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CETN2","DOWN",1,"GFP+polyIC_vs_GFP"
"CETN2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CFL2","DOWN",1,"GFP+polyIC_vs_GFP"
"CFL2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CHAC1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CHAC1","UP",1,"GFP+polyIC_vs_GFP"
"CHCHD2","DOWN",1,"GFP+polyIC_vs_GFP"
"CHCHD2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CHMP3","DOWN",1,"GFP+polyIC_vs_GFP"
"CHMP3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CHPT1","DOWN",1,"GFP+polyIC_vs_GFP"
"CHPT1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CIAO1","UP",1,"GFP+polyIC_vs_GFP"
"CIB1","DOWN",1,"GFP+polyIC_vs_GFP"
"CIB1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CIRBP","UP",1,"GFP+polyIC_vs_GFP"
"CLCF1","UP",1,"GFP+polyIC_vs_GFP"
"CLGN","DOWN",1,"GFP+polyIC_vs_GFP"
"CLN3","DOWN",1,"GFP+polyIC_vs_GFP"
"CLN3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CLN5","DOWN",1,"GFP+polyIC_vs_GFP"
"CLSPN","UP",1,"GFP+polyIC_vs_GFP"
"CLTB","DOWN",1,"GFP+polyIC_vs_GFP"
"CLU","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CMPK1","DOWN",1,"GFP+polyIC_vs_GFP"
"COG6","DOWN",1,"GFP+polyIC_vs_GFP"
"COG6","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COL1A1","DOWN",1,"GFP+polyIC_vs_GFP"
"COL5A2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COMT","DOWN",1,"GFP+polyIC_vs_GFP"
"COMT","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COPA","DOWN",1,"GFP+polyIC_vs_GFP"
"COPA","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COPB1","DOWN",1,"GFP+polyIC_vs_GFP"
"COPB1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COPE","DOWN",1,"GFP+polyIC_vs_GFP"
"COPE","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COPZ2","DOWN",1,"GFP+polyIC_vs_GFP"
"COQ7","UP",1,"GFP+polyIC_vs_GFP"
"COX19","UP",1,"GFP+polyIC_vs_GFP"
"COX4I1","DOWN",1,"GFP+polyIC_vs_GFP"
"COX4I1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COX6A1","DOWN",1,"GFP+polyIC_vs_GFP"
"COX6A1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COX6C","DOWN",1,"GFP+polyIC_vs_GFP"
"COX6C","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"COX7C","DOWN",1,"GFP+polyIC_vs_GFP"
"COX8A","DOWN",1,"GFP+polyIC_vs_GFP"
"CPNE2","DOWN",1,"GFP+polyIC_vs_GFP"
"CPSF3","DOWN",1,"GFP+polyIC_vs_GFP"
"CRIP1","DOWN",1,"GFP+polyIC_vs_GFP"
"CRIP2","DOWN",1,"GFP+polyIC_vs_GFP"
"CRKL","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CRKL","UP",1,"GFP+polyIC_vs_GFP"
"CROT","DOWN",1,"GFP+polyIC_vs_GFP"
"CRYAB","DOWN",1,"GFP+polyIC_vs_GFP"
"CRYZ","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CSNK1A1","DOWN",1,"GFP+polyIC_vs_GFP"
"CSNK2A1","UP",1,"GFP+polyIC_vs_GFP"
"CSRNP1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CSRNP1","UP",1,"GFP+polyIC_vs_GFP"
"CST1","DOWN",1,"GFP+polyIC_vs_GFP"
"CSTF2T","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"CSTF2T","UP",1,"GFP+polyIC_vs_GFP"
"CTBP2","DOWN",1,"GFP+polyIC_vs_GFP"
"CTSB","DOWN",1,"GFP+polyIC_vs_GFP"
"CTSB","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CTSH","DOWN",1,"GFP+polyIC_vs_GFP"
"CXCR4","UP",1,"GFP+polyIC_vs_GFP"
"CXXC5","DOWN",1,"GFP+polyIC_vs_GFP"
"CYB5D2","DOWN",1,"GFP+polyIC_vs_GFP"
"CYB5R1","DOWN",1,"GFP+polyIC_vs_GFP"
"CYBA","DOWN",1,"GFP+polyIC_vs_GFP"
"CYFIP1","DOWN",1,"GFP+polyIC_vs_GFP"
"CYFIP1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"CYP26B1","UP",1,"GFP+polyIC_vs_GFP"
"CYR61","UP",1,"GFP+polyIC_vs_GFP"
"DAB2IP","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DAB2IP","UP",1,"GFP+polyIC_vs_GFP"
"DARS2","DOWN",1,"GFP+polyIC_vs_GFP"
"DBF4B","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DBI","DOWN",1,"GFP+polyIC_vs_GFP"
"DBI","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"DCTN2","DOWN",1,"GFP+polyIC_vs_GFP"
"DCTN3","DOWN",1,"GFP+polyIC_vs_GFP"
"DDX1","DOWN",1,"GFP+polyIC_vs_GFP"
"DENND4A","DOWN",1,"GFP+polyIC_vs_GFP"
"DENND4B","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DENND4B","UP",1,"GFP+polyIC_vs_GFP"
"DGCR14","UP",1,"GFP+polyIC_vs_GFP"
"DGKA","DOWN",1,"GFP+polyIC_vs_GFP"
"DHRS7","DOWN",1,"GFP+polyIC_vs_GFP"
"DHRS7","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"DHX37","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DHX37","UP",1,"GFP+polyIC_vs_GFP"
"DHX57","DOWN",1,"GFP+polyIC_vs_GFP"
"DIDO1","UP",1,"GFP+polyIC_vs_GFP"
"DIO2","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DIO2","UP",1,"GFP+polyIC_vs_GFP"
"DLD","DOWN",1,"GFP+polyIC_vs_GFP"
"DLL3","UP",1,"GFP+polyIC_vs_GFP"
"DNAJC10","DOWN",1,"GFP+polyIC_vs_GFP"
"DNAJC11","UP",1,"GFP+polyIC_vs_GFP"
"DNASE1L1","DOWN",1,"GFP+polyIC_vs_GFP"
"DOCK10","DOWN",1,"GFP+polyIC_vs_GFP"
"DOCK9","DOWN",1,"GFP+polyIC_vs_GFP"
"DOHH","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DOHH","UP",1,"GFP+polyIC_vs_GFP"
"DOLPP1","UP",1,"GFP+polyIC_vs_GFP"
"DOT1L","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DOT1L","UP",1,"GFP+polyIC_vs_GFP"
"DTD1","DOWN",1,"GFP+polyIC_vs_GFP"
"DTD1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"DTX3L","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DUSP16","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DUSP16","UP",1,"GFP+polyIC_vs_GFP"
"DUSP4","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"DUSP4","UP",1,"GFP+polyIC_vs_GFP"
"DUSP8","UP",1,"GFP+polyIC_vs_GFP"
"DYNLT3","DOWN",1,"GFP+polyIC_vs_GFP"
"DYNLT3","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"E2F4","UP",1,"GFP+polyIC_vs_GFP"
"EBP","DOWN",1,"GFP+polyIC_vs_GFP"
"EBP","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ECH1","DOWN",1,"GFP+polyIC_vs_GFP"
"ECH1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ECI2","DOWN",1,"GFP+polyIC_vs_GFP"
"ECT2","UP",1,"GFP+polyIC_vs_GFP"
"EEF2","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"EEF2","UP",1,"GFP+polyIC_vs_GFP"
"EFHD2","UP",1,"GFP+polyIC_vs_GFP"
"EGLN1","UP",1,"GFP+polyIC_vs_GFP"
"EGR1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"EHD4","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"EHD4","UP",1,"GFP+polyIC_vs_GFP"
"EID3","UP",1,"GFP+polyIC_vs_GFP"
"EIF2AK4","DOWN",1,"GFP+polyIC_vs_GFP"
"EIF2AK4","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"EIF3K","DOWN",1,"GFP+polyIC_vs_GFP"
"EIF3K","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"EIF4G1","UP",1,"GFP+polyIC_vs_GFP"
"EIF4G2","DOWN",1,"GFP+polyIC_vs_GFP"
"EIF4G2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ELMOD2","DOWN",1,"GFP+polyIC_vs_GFP"
"ELOVL3","UP",1,"GFP+polyIC_vs_GFP"
"EMC3","DOWN",1,"GFP+polyIC_vs_GFP"
"EMC4","DOWN",1,"GFP+polyIC_vs_GFP"
"EMP1","UP",1,"GFP+polyIC_vs_GFP"
"ENOSF1","DOWN",1,"GFP+polyIC_vs_GFP"
"ENOSF1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"EPC1","UP",1,"GFP+polyIC_vs_GFP"
"EPHX1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"EPRS","DOWN",1,"GFP+polyIC_vs_GFP"
"EPSTI1","UP",1,"GFP+polyIC_vs_GFP"
"ERCC8","DOWN",1,"GFP+polyIC_vs_GFP"
"ERF","UP",1,"GFP+polyIC_vs_GFP"
"ERGIC2","DOWN",1,"GFP+polyIC_vs_GFP"
"ERGIC2","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"ERGIC3","DOWN",1,"GFP+polyIC_vs_GFP"
"ERMP1","DOWN",1,"GFP+polyIC_vs_GFP"
"ERN1","UP",1,"GFP+polyIC_vs_GFP"
"ESAM","DOWN",1,"GFP+polyIC_vs_GFP"
"ESPL1","UP",1,"GFP+polyIC_vs_GFP"
"ESYT2","DOWN",1,"GFP+polyIC_vs_GFP"
"ETFA","DOWN",1,"GFP+polyIC_vs_GFP"
"ETFB","DOWN",1,"GFP+polyIC_vs_GFP"
"ETHE1","DOWN",1,"GFP+polyIC_vs_GFP"
"ETV6","UP",1,"GFP+polyIC_vs_GFP"
"EWSR1","UP",1,"GFP+polyIC_vs_GFP"
"EXOC4","DOWN",1,"GFP+polyIC_vs_GFP"
"EXOC8","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"EXOC8","UP",1,"GFP+polyIC_vs_GFP"
"FAM100A","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"FAM100A","UP",1,"GFP+polyIC_vs_GFP"
"FAM126A","DOWN",1,"GFP+polyIC_vs_GFP"
"FAM149B1","DOWN",1,"GFP+polyIC_vs_GFP"
"FAM149B1","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"FAM172A","DOWN",1,"GFP+polyIC_vs_GFP"
"FAM173B","DOWN",1,"GFP+polyIC_vs_GFP"
"FAM213A","DOWN",1,"GFP+polyIC_vs_GFP"
"FAM213A","UP",1,"NS5+polyIC_vs_GFP+polyIC"
"FAM53C","UP",1,"GFP+polyIC_vs_GFP"
"FAM60A","UP",1,"GFP+polyIC_vs_GFP"
"FAM83G","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
"FAM83G","UP",1,"GFP+polyIC_vs_GFP"
"FARP1","DOWN",1,"GFP+polyIC_vs_GFP"
"FBXO2","DOWN",1,"GFP+polyIC_vs_GFP"
"FCHO2","DOWN",1,"GFP+polyIC_vs_GFP"
"FDPS","DOWN",1,"GFP+polyIC_vs_GFP"
"FEM1B","UP",1,"GFP+polyIC_vs_GFP"
"FEN1","DOWN",1,"NS5+polyIC_vs_GFP+polyIC"
